project,site,geom,longitude,latitude
NT Bushfires - Three parks,S_k_302,POINT (132.9437359999316 -12.484628000022472),132.9437,-12.4846
NT Bushfires - Three parks,S_k_303,POINT (132.95491799992945 -12.541028000001157),132.9549,-12.541
NT Bushfires - Three parks,S_k_304,POINT (132.99078499992626 -12.585150999994495),132.9908,-12.5852
NT Bushfires - Three parks,S_k_305,POINT (132.51257999993692 -12.909994999993927),132.5126,-12.91
NT Bushfires - Three parks,S_k_306,POINT (132.37492999994737 -12.550620000008951),132.3749,-12.5506
NT Bushfires - Three parks,S_k_307,POINT (132.78861599993434 -12.866551999972407),132.7886,-12.8666
NT Bushfires - Three parks,S_k_308,POINT (132.213789999957 -12.518660000014204),132.2138,-12.5187
NT Bushfires - Three parks,S_k_309,POINT (132.90744999993134 -12.318270000017726),132.9074,-12.3183
NT Bushfires - Three parks,S_k_310,POINT (132.2963599999404 -13.544599999991675),132.2964,-13.5446
NT Bushfires - Three parks,S_k_311,POINT (132.942453999927 -12.78296099997423),132.9425,-12.783
NT Bushfires - Three parks,S_k_312,POINT (132.59761999993395 -12.995759999988595),132.5976,-12.9958
NT Bushfires - Three parks,S_k_313,POINT (132.83956599993388 -12.707807999988981),132.8396,-12.7078
NT Bushfires - Three parks,S_k_314,POINT (132.88194899992632 -12.996391999977147),132.8819,-12.9964
NT Bushfires - Three parks,S_k_315,POINT (132.92052099992813 -12.81995999999611),132.9205,-12.82
NT Bushfires - Three parks,S_k_316,POINT (132.95473999993004 -12.40522400001935),132.9547,-12.4052
NT Bushfires - Three parks,S_k_317,POINT (132.9702689999325 -12.440500000027441),132.9703,-12.4405
NT Bushfires - Three parks,S_k_318,POINT (132.7923189999298 -12.824328000000333),132.7923,-12.8243
NT Bushfires - Three parks,S_k_319,POINT (132.32130999994953 -12.54996000000244),132.3213,-12.55
NT Bushfires - Three parks,S_k_320,POINT (132.2876479999416 -13.23325200002305),132.2876,-13.2333
NT Bushfires - Three parks,S_k_321,POINT (132.58949999993396 -12.93158999999911),132.5895,-12.9316
NT Bushfires - Three parks,S_k_322,POINT (132.33523999994492 -13.295640000008852),132.3352,-13.2956
NT Bushfires - Three parks,S_k_323,POINT (132.0047799999712 -12.725679999969454),132.0048,-12.7257
NT Bushfires - Three parks,S_k_324,POINT (132.56896999992932 -13.795121000003768),132.569,-13.7951
NT Bushfires - Three parks,S_k_325,POINT (132.9294199999337 -12.547204000015164),132.9294,-12.5472
NT Bushfires - Three parks,S_k_326,POINT (132.90121299993396 -12.514506000016622),132.9012,-12.5145
NT Bushfires - Three parks,S_k_327,POINT (132.8974739999336 -12.503371999999256),132.8975,-12.5034
NT Bushfires - Three parks,S_k_328,POINT (132.17214999995878 -12.78958999999262),132.1721,-12.7896
NT Bushfires - Three parks,S_k_329,POINT (131.89031999990027 -12.55319999996236),131.8903,-12.5532
NT Bushfires - Three parks,S_k_330,POINT (132.41549999993728 -13.433050999989495),132.4155,-13.4331
NT Bushfires - Three parks,S_k_331,POINT (132.54214999993997 -12.682304999992478),132.5421,-12.6823
NT Bushfires - Three parks,S_k_332,POINT (132.4191189999366 -13.43124499997848),132.4191,-13.4312
NT Bushfires - Three parks,S_k_333,POINT (132.46897299993958 -13.353113999974575),132.469,-13.3531
NT Bushfires - Three parks,S_k_334,POINT (132.9017259999215 -13.942069999994473),132.9017,-13.9421
NT Bushfires - Three parks,S_k_335,POINT (132.95135899993286 -12.434429999987222),132.9514,-12.4344
NT Bushfires - Three parks,S_k_336,POINT (132.41597999993914 -13.436632999980231),132.416,-13.4366
NT Bushfires - Three parks,S_k_337,POINT (132.68521999993072 -12.862010000006718),132.6852,-12.862
NT Bushfires - Three parks,S_k_338,POINT (132.39860999993542 -13.763763000001395),132.3986,-13.7638
NT Bushfires - Three parks,S_k_339,POINT (132.03910999996032 -13.358480000033177),132.0391,-13.3585
NT Bushfires - Three parks,S_k_340,POINT (132.45673299993715 -13.518221999989487),132.4567,-13.5182
NT Bushfires - Three parks,S_k_341,POINT (132.96010899992433 -13.6074399999984),132.9601,-13.6074
NT Bushfires - Three parks,S_k_342,POINT (132.57704999993092 -13.514719999961379),132.577,-13.5147
NT Bushfires - Three parks,S_k_343,POINT (132.57605999992924 -13.498679999991726),132.5761,-13.4987
NT Bushfires - Three parks,S_k_344,POINT (132.88348799992787 -13.343313999979037),132.8835,-13.3433
NT Bushfires - Three parks,S_k_345,POINT (132.81878799992825 -12.865658999991883),132.8188,-12.8657
NT Bushfires - Three parks,S_k_346,POINT (132.9596109999228 -13.606211999998337),132.9596,-13.6062
NT Bushfires - Three parks,S_k_347,POINT (132.2719099999446 -13.553819999974177),132.2719,-13.5538
NT Bushfires - Three parks,S_k_348,POINT (132.43099999994521 -12.708599999996673),132.431,-12.7086
NT Bushfires - Three parks,S_k_349,POINT (132.6082276999395 -12.814278300009141),132.6082,-12.8143
NT Bushfires - Three parks,S_k_350,POINT (132.6309879999339 -12.90265600002965),132.631,-12.9027
NT Bushfires - Three parks,S_k_351,POINT (132.5295879999372 -13.314609999981794),132.5296,-13.3146
NT Bushfires - Three parks,S_k_352,POINT (132.52982399993522 -13.315046000015247),132.5298,-13.315
NT Bushfires - Three parks,S_k_353,POINT (132.66292669993408 -12.769680099992648),132.6629,-12.7697
NT Bushfires - Three parks,S_k_354,POINT (132.58852999993195 -13.572699999992729),132.5885,-13.5727
NT Bushfires - Three parks,S_k_355,POINT (132.70456999993138 -13.565489999992698),132.7046,-13.5655
NT Bushfires - Three parks,S_k_356,POINT (132.81766999993178 -13.218320000011548),132.8177,-13.2183
NT Bushfires - Three parks,S_k_357,POINT (132.9366689999266 -13.045897000003613),132.9367,-13.0459
NT Bushfires - Three parks,S_k_358,POINT (132.99428299992388 -13.09531800001628),132.9943,-13.0953
NT Bushfires - Three parks,S_k_359,POINT (132.9812659999234 -13.177839999994157),132.9813,-13.1778
NT Bushfires - Three parks,S_k_360,POINT (132.98082999992607 -13.179618000017998),132.9808,-13.1796
NT Bushfires - Three parks,S_k_361,POINT (132.9841619999255 -13.350383999987363),132.9842,-13.3504
NT Bushfires - Three parks,S_k_362,POINT (132.85130499992803 -13.223851999998946),132.8513,-13.2239
NT Bushfires - Three parks,S_k_363,POINT (132.8017999999296 -13.363136000000386),132.8018,-13.3631
NT Bushfires - Three parks,S_k_364,POINT (132.69616299992967 -13.2601620000019),132.6962,-13.2602
NT Bushfires - Three parks,S_k_365,POINT (132.64303999992714 -13.295006000012298),132.643,-13.295
NT Bushfires - Three parks,S_k_366,POINT (132.9421499999319 -12.433840000014229),132.9421,-12.4338
NT Bushfires - Three parks,S_k_367,POINT (132.1634799999541 -13.050430000010811),132.1635,-13.0504
NT Bushfires - Three parks,S_k_368,POINT (132.6205399999386 -12.435429999977517),132.6205,-12.4354
NT Bushfires - Three parks,S_k_369,POINT (132.61982999993856 -12.434640000029118),132.6198,-12.4346
NT Bushfires - Three parks,S_k_370,POINT (132.37406999994448 -12.648410000015684),132.3741,-12.6484
NT Bushfires - Three parks,S_k_371,POINT (132.47246999993922 -12.683340000014594),132.4725,-12.6833
NT Bushfires - Three parks,S_k_372,POINT (132.57869999993383 -13.095699999998423),132.5787,-13.0957
NT Bushfires - Three parks,S_k_373,POINT (132.6833709999344 -12.98472999997517),132.6834,-12.9847
NT Bushfires - Three parks,S_k_374,POINT (132.30046699994284 -13.194498000026734),132.3005,-13.1945
NT Bushfires - Three parks,S_k_375,POINT (132.33442999994736 -12.742190000008682),132.3344,-12.7422
NT Bushfires - Three parks,S_k_376,POINT (132.22899999994564 -13.326699999968422),132.229,-13.3267
NT Bushfires - Three parks,S_k_377,POINT (131.9754099998912 -12.536019999996743),131.9754,-12.536
NT Bushfires - Three parks,S_k_378,POINT (132.01194999997176 -12.824760000009668),132.0119,-12.8248
NT Bushfires - Three parks,S_k_379,POINT (132.13172999995845 -12.540570000000702),132.1317,-12.5406
NT Bushfires - Three parks,S_k_380,POINT (132.61515999994174 -12.146180000004223),132.6152,-12.1462
NT Bushfires - Three parks,S_k_381,POINT (132.85856899993456 -12.287385000000741),132.8586,-12.2874
NT Bushfires - Three parks,S_k_382,POINT (132.16312739995564 -13.042168199990412),132.1631,-13.0422
NT Bushfires - Three parks,S_k_383,POINT (132.47865399994387 -12.667543000013339),132.4787,-12.6675
NT Bushfires - Three parks,S_k_384,POINT (132.6699699999396 -12.149660000000104),132.67,-12.1497
NT Bushfires - Three parks,S_k_385,POINT (132.66359999993742 -12.28729999998173),132.6636,-12.2873
NT Bushfires - Three parks,S_k_386,POINT (132.445729999933 -13.517910000000619),132.4457,-13.5179
NT Bushfires - Three parks,S_k_387,POINT (132.7515199999374 -12.22694999997665),132.7515,-12.2269
NT Bushfires - Three parks,S_k_388,POINT (132.94674999993367 -12.432060000014069),132.9467,-12.4321
NT Bushfires - Three parks,S_k_389,POINT (132.95701899993065 -12.410339999968413),132.957,-12.4103
NT Bushfires - Three parks,S_k_390,POINT (132.95647999993545 -12.410169999957168),132.9565,-12.4102
NT Bushfires - Three parks,S_k_391,POINT (132.0679299999638 -12.866920000011143),132.0679,-12.8669
NT Bushfires - Three parks,S_k_392,POINT (132.4157799999503 -12.115109999986522),132.4158,-12.1151
NT Bushfires - Three parks,S_k_393,POINT (132.60949999993923 -12.149609999959937),132.6095,-12.1496
NT Bushfires - Three parks,S_k_394,POINT (132.22596999996105 -12.199110000034079),132.226,-12.1991
NT Bushfires - Three parks,S_k_395,POINT (132.94976999993372 -12.433873000020006),132.9498,-12.4339
NT Bushfires - Three parks,S_k_396,POINT (130.79128279993165 -13.094462899957188),130.7913,-13.0945
NT Bushfires - Three parks,S_k_397,POINT (130.79165399993104 -13.113561999938613),130.7917,-13.1136
NT Bushfires - Three parks,S_k_398,POINT (130.82266799992698 -13.122005000006775),130.8227,-13.122
NT Bushfires - Three parks,S_k_399,POINT (130.8299949999346 -13.05205399993294),130.83,-13.0521
NT Bushfires - Three parks,S_k_400,POINT (130.71512599993304 -13.042508999985113),130.7151,-13.0425
NT Bushfires - Three parks,S_k_401,POINT (130.72245799993308 -13.266311000004098),130.7225,-13.2663
NT Bushfires - Three parks,S_k_402,POINT (130.69128499993047 -13.213802999956545),130.6913,-13.2138
NT Bushfires - Three parks,S_k_403,POINT (130.8347589999335 -13.055562999974535),130.8348,-13.0556
NT Bushfires - Three parks,S_k_404,POINT (130.75512079992993 -13.28879169998168),130.7551,-13.2888
NT Bushfires - Three parks,S_k_405,POINT (130.72722199993112 -13.266457899984536),130.7272,-13.2665
NT Bushfires - Three parks,S_k_406,POINT (130.7349249999289 -13.25342299995764),130.7349,-13.2534
NT Bushfires - Three parks,S_k_407,POINT (130.75684199992742 -13.135754000008836),130.7568,-13.1358
NT Bushfires - Three parks,S_k_408,POINT (130.70743229993315 -13.083425599937032),130.7074,-13.0834
NT Bushfires - Three parks,S_k_409,POINT (130.7184739999303 -13.111770999984522),130.7185,-13.1118
NT Bushfires - Three parks,S_k_410,POINT (130.80072009993134 -13.157070799995813),130.8007,-13.1571
NT Bushfires - Three parks,S_k_411,POINT (130.84929399993115 -13.070101699965456),130.8493,-13.0701
NT Bushfires - Three parks,S_k_412,POINT (130.85518639992554 -13.495290899947303),130.8552,-13.4953
NT Bushfires - Three parks,S_k_413,POINT (130.85699459992776 -13.495024599937421),130.857,-13.495
NT Bushfires - Three parks,S_k_414,POINT (130.85739759992683 -13.496973799948703),130.8574,-13.497
NT Bushfires - Three parks,S_k_415,POINT (130.86142749992842 -13.497377799958313),130.8614,-13.4974
NT Bushfires - Three parks,S_k_416,POINT (130.86691479992777 -13.498710799961914),130.8669,-13.4987
NT Bushfires - Three parks,S_k_417,POINT (130.8335702999255 -13.521371599970747),130.8336,-13.5214
NT Bushfires - Three parks,S_k_418,POINT (130.7675389999281 -13.139494999975447),130.7675,-13.1395
NT Bushfires - Three parks,S_k_419,POINT (130.8163863999287 -13.520954499975765),130.8164,-13.521
NT Bushfires - Three parks,S_k_420,POINT (130.81622359992855 -13.51775620001329),130.8162,-13.5178
NT Bushfires - Three parks,S_k_421,POINT (130.7902536999296 -13.438965500009424),130.7903,-13.439
NT Bushfires - Three parks,S_k_422,POINT (130.79218969992715 -13.438554099970142),130.7922,-13.4386
NT Bushfires - Three parks,S_k_423,POINT (130.78374749993037 -13.426990599969757),130.7837,-13.427
NT Bushfires - Three parks,S_k_424,POINT (130.7848072999312 -13.426711899970599),130.7848,-13.4267
NT Bushfires - Three parks,S_k_425,POINT (130.7872643999275 -13.426839099972039),130.7873,-13.4268
NT Bushfires - Three parks,S_k_426,POINT (130.78213749992977 -13.411509899949849),130.7821,-13.4115
NT Bushfires - Three parks,S_k_427,POINT (130.96548899992501 -13.264260999984842),130.9655,-13.2643
NT Bushfires - Three parks,S_k_428,POINT (130.96401689992686 -13.264959699987715),130.964,-13.265
NT Bushfires - Three parks,S_k_429,POINT (130.7770599999305 -13.170612999956395),130.7771,-13.1706
NT Bushfires - Three parks,S_k_430,POINT (130.96328899992886 -13.265091899983153),130.9633,-13.2651
NT Bushfires - Three parks,S_k_431,POINT (130.74547899992837 -13.213835999980443),130.7455,-13.2138
NT Bushfires - Three parks,S_k_432,POINT (130.70513599993401 -13.10600199997469),130.7051,-13.106
NT Bushfires - Three parks,S_k_433,POINT (130.69331899992994 -13.097293999972864),130.6933,-13.0973
NT Bushfires - Three parks,S_k_434,POINT (130.6891209999293 -13.078248999992454),130.6891,-13.0782
NT Bushfires - Three parks,S_k_435,POINT (130.7928369999318 -13.104291999986517),130.7928,-13.1043
NT Bushfires - Three parks,S_k_436,POINT (132.39844639992938 -14.30705660000497),132.3984,-14.3071
NT Bushfires - Three parks,S_k_437,POINT (132.593698699924 -13.911996800006902),132.5937,-13.912
NT Bushfires - Three parks,S_k_438,POINT (132.2949572999362 -14.010406099994016),132.295,-14.0104
NT Bushfires - Three parks,S_k_439,POINT (132.16967909994295 -14.19509069997935),132.1697,-14.1951
NT Bushfires - Three parks,S_k_440,POINT (132.25349549993905 -14.127211300005198),132.2535,-14.1272
NT Bushfires - Three parks,S_k_441,POINT (132.30670439993656 -14.031990600019618),132.3067,-14.032
NT Bushfires - Three parks,S_k_442,POINT (132.30648919993305 -14.032196000000594),132.3065,-14.0322
NT Bushfires - Three parks,S_k_443,POINT (132.18138539993728 -14.194750099977497),132.1814,-14.1948
NT Bushfires - Three parks,S_k_444,POINT (132.42558049993016 -13.99813439996811),132.4256,-13.9981
NT Bushfires - Three parks,S_k_445,POINT (132.4699200999289 -14.023860699988294),132.4699,-14.0239
NT Bushfires - Three parks,S_k_446,POINT (132.51802879992582 -13.97373879997764),132.518,-13.9737
NT Bushfires - Three parks,S_k_447,POINT (132.41516809992834 -14.295712100019028),132.4152,-14.2957
NT Bushfires - Three parks,S_k_448,POINT (132.4938643999317 -13.942954599969909),132.4939,-13.943
NT Bushfires - Three parks,S_k_449,POINT (132.41424179993314 -13.817200800004514),132.4142,-13.8172
NT Bushfires - Three parks,S_k_450,POINT (132.56739869992654 -13.824594799994927),132.5674,-13.8246
NT Bushfires - Three parks,S_k_451,POINT (132.38100369993788 -13.817634199983939),132.381,-13.8176
NT Bushfires - Three parks,S_k_452,POINT (132.59350319992595 -13.912112299964695),132.5935,-13.9121
NT Bushfires - Three parks,S_k_453,POINT (132.27306149993626 -14.014947899998571),132.2731,-14.0149
NT Bushfires - Three parks,S_k_454,POINT (132.68086339992814 -14.020435399962777),132.6809,-14.0204
NT Bushfires - Three parks,S_k_455,POINT (132.6931540999234 -14.133748800019498),132.6932,-14.1337
NT Bushfires - Three parks,S_k_456,POINT (132.65055219992408 -14.09880359999403),132.6506,-14.0988
NT Bushfires - Three parks,S_k_457,POINT (132.65977619992205 -14.132874899996056),132.6598,-14.1329
NT Bushfires - Three parks,S_k_458,POINT (132.43711829992702 -14.290430100020963),132.4371,-14.2904
NT Bushfires - Three parks,S_k_459,POINT (132.6532729999239 -14.216061300015596),132.6533,-14.2161
NT Bushfires - Three parks,S_k_460,POINT (132.56767089992866 -14.111460599981239),132.5677,-14.1115
NT Bushfires - Three parks,S_k_461,POINT (132.28107799993873 -14.200266499971187),132.2811,-14.2003
NT Bushfires - Three parks,S_k_462,POINT (132.46922779992684 -14.214743700022227),132.4692,-14.2147
NT Bushfires - Three parks,S_k_463,POINT (132.5604888999252 -14.261868199992428),132.5605,-14.2619
NT Bushfires - Three parks,S_k_464,POINT (132.563394599923 -14.346361899990969),132.5634,-14.3464
NT Bushfires - Three parks,S_k_465,POINT (132.68792649992156 -14.367026099967728),132.6879,-14.367
NT Bushfires - Three parks,S_k_466,POINT (132.73579099992068 -14.386119899999798),132.7358,-14.3861
NT Bushfires - Three parks,S_k_467,POINT (132.72624509992127 -14.341944299958968),132.7262,-14.3419
NT Bushfires - Three parks,S_k_468,POINT (132.57199309992353 -14.39367369999682),132.572,-14.3937
NT Bushfires - Three parks,S_k_469,POINT (132.43704439992965 -14.253571399998915),132.437,-14.2536
NT Bushfires - Three parks,S_k_470,POINT (132.55345769992502 -14.371366299957279),132.5535,-14.3714
NT Bushfires - Three parks,S_k_471,POINT (132.48126299992742 -14.337517299983132),132.4813,-14.3375
NT Bushfires - Three parks,S_k_472,POINT (132.33832889993445 -14.061608599982144),132.3383,-14.0616
NT Bushfires - Three parks,S_k_473,POINT (132.48107099993152 -14.128475400028119),132.4811,-14.1285
NT Bushfires - Three parks,S_k_474,POINT (132.45613419993055 -14.132449800009287),132.4561,-14.1324
NT Bushfires - Three parks,S_k_475,POINT (132.21863889993972 -14.218327099987347),132.2186,-14.2183
NT Bushfires - Three parks,S_k_476,POINT (132.42492319993028 -14.327372699985293),132.4249,-14.3274
NT Bushfires - Three parks,S_k_477,POINT (132.42437919992574 -14.328757999999738),132.4244,-14.3288
NT Bushfires - Three parks,S_k_478,POINT (132.38074999992932 -14.16996009997594),132.3807,-14.17
NT Bushfires - Three parks,S_k_479,POINT (132.39213589993284 -14.129559599984308),132.3921,-14.1296
NT Bushfires - Three parks,S_k_480,POINT (132.3227853999323 -14.20301319997455),132.3228,-14.203
NT Bushfires - Three parks,S_k_481,POINT (132.2072562999355 -14.212549099982201),132.2073,-14.2125
Victorian Forest Monitoring Program,S_k_482,POINT (140.97638406541705 -36.57095504705723),140.9764,-36.571
Victorian Forest Monitoring Program,S_k_483,POINT (140.99038505639797 -38.01451017941666),140.9904,-38.0145
Victorian Forest Monitoring Program,S_k_484,POINT (141.0018514918084 -37.79841382019269),141.0019,-37.7984
Victorian Forest Monitoring Program,S_k_485,POINT (141.01890968502403 -37.474351469545155),141.0189,-37.4744
Victorian Forest Monitoring Program,S_k_486,POINT (141.12438375359676 -35.85429521671547),141.1244,-35.8543
Victorian Forest Monitoring Program,S_k_487,POINT (141.04525384914993 -37.835981091346746),141.0453,-37.836
Victorian Forest Monitoring Program,S_k_488,POINT (141.06600654544397 -37.43985702628591),141.066,-37.4399
Victorian Forest Monitoring Program,S_k_489,POINT (141.08145692406302 -38.01751068519222),141.0815,-38.0175
Victorian Forest Monitoring Program,S_k_490,POINT (141.11303754813812 -37.40532566772586),141.113,-37.4053
Victorian Forest Monitoring Program,S_k_491,POINT (141.15450982122616 -37.478794864074516),141.1545,-37.4788
