project,site,geom,longitude,latitude
NFSI_RG,S_k_7216,POINT (144.42568607604636 -35.87742358481327),144.4257,-35.8774
NFSI_RG,S_k_7217,POINT (143.37570714312423 -34.86438877633051),143.3757,-34.8644
NFSI_RG,S_k_7218,POINT (143.4138350487084 -34.86552159307987),143.4138,-34.8655
NFSI_RG,S_k_7219,POINT (143.3507658787703 -34.85310917868757),143.3508,-34.8531
NFSI_RG,S_k_7220,POINT (143.40162898305005 -34.854621019695564),143.4016,-34.8546
NFSI_RG,S_k_7221,POINT (143.37661309778753 -34.84342032614388),143.3766,-34.8434
NFSI_RG,S_k_7222,POINT (143.36528145360526 -34.81158396764922),143.3653,-34.8116
NFSI_RG,S_k_7223,POINT (142.61690291561806 -34.77652578379532),142.6169,-34.7765
NFSI_RG,S_k_7224,POINT (143.27734162169554 -34.78801978434436),143.2773,-34.788
NFSI_RG,S_k_7225,POINT (143.29052397111042 -34.77788260562616),143.2905,-34.7779
NFSI_RG,S_k_7226,POINT (144.45141730818057 -35.87797262289514),144.4514,-35.878
NFSI_RG,S_k_7227,POINT (143.26552427958657 -34.766675842177165),143.2655,-34.7667
NFSI_RG,S_k_7228,POINT (143.30365099130768 -34.76783524738001),143.3037,-34.7678
NFSI_RG,S_k_7229,POINT (143.2284506004957 -34.74451535454583),143.2285,-34.7445
NFSI_RG,S_k_7230,POINT (143.30602746745228 -34.71540264429889),143.306,-34.7154
NFSI_RG,S_k_7231,POINT (143.28107717167862 -34.70417066061154),143.2811,-34.7042
NFSI_RG,S_k_7232,POINT (144.48804228708653 -35.941720891888814),144.488,-35.9417
NFSI_RG,S_k_7233,POINT (143.38257651107043 -34.70718565402076),143.3826,-34.7072
NFSI_RG,S_k_7234,POINT (143.25619790049046 -34.69289602465931),143.2562,-34.6929
NFSI_RG,S_k_7235,POINT (143.39569279694445 -34.69715597878239),143.3957,-34.6972
NFSI_RG,S_k_7236,POINT (143.4210696702187 -34.697871210739464),143.4211,-34.6979
NFSI_RG,S_k_7237,POINT (142.9652149133106 -34.67307172016928),142.9652,-34.6731
NFSI_RG,S_k_7238,POINT (144.4129558772786 -35.86669456192716),144.413,-35.8667
NFSI_RG,S_k_7239,POINT (143.44730561281222 -34.67771221651503),143.4473,-34.6777
NFSI_RG,S_k_7240,POINT (142.47207878561665 -34.63480673640071),142.4721,-34.6348
NFSI_RG,S_k_7241,POINT (142.9281639525667 -34.65091592230563),142.9282,-34.6509
NFSI_RG,S_k_7242,POINT (143.18203656043374 -34.64866416094963),143.182,-34.6487
NFSI_RG,S_k_7243,POINT (143.16985098350227 -34.637792431891846),143.1699,-34.6378
NFSI_RG,S_k_7244,POINT (143.09427117878636 -34.6248872938768),143.0943,-34.6249
NFSI_RG,S_k_7245,POINT (143.13226947655593 -34.626167094589924),143.1323,-34.6262
NFSI_RG,S_k_7246,POINT (143.1327845244312 -34.615609632250845),143.1328,-34.6156
NFSI_RG,S_k_7247,POINT (142.83042233259312 -34.574169737061496),142.8304,-34.5742
NFSI_RG,S_k_7248,POINT (143.6041373427296 -34.56678031161695),143.6041,-34.5668
NFSI_RG,S_k_7249,POINT (144.4388633359021 -35.86715989135679),144.4389,-35.8672
NFSI_RG,S_k_7250,POINT (143.61727664949598 -34.55660096554195),143.6173,-34.5566
NFSI_RG,S_k_7251,POINT (141.28522026272236 -34.09550342324434),141.2852,-34.0955
NFSI_RG,S_k_7252,POINT (141.43726608585632 -34.14916820781568),141.4373,-34.1492
NFSI_RG,S_k_7253,POINT (141.7621880113626 -34.093470216428585),141.7622,-34.0935
NFSI_RG,S_k_7254,POINT (142.1100929613416 -34.171982010710636),142.1101,-34.172
NFSI_RG,S_k_7255,POINT (142.47643418867122 -34.64603423110155),142.4764,-34.646
NFSI_RG,S_k_7256,POINT (142.52204673231938 -34.753674455465216),142.522,-34.7537
NFSI_RG,S_k_7257,POINT (142.6099470331151 -34.779593443445684),142.6099,-34.7796
NFSI_RG,S_k_7258,POINT (142.75907274704545 -34.597201465034054),142.7591,-34.5972
NFSI_RG,S_k_7259,POINT (143.12149006138858 -34.699626070221626),143.1215,-34.6996
NFSI_RG,S_k_7260,POINT (143.143545268644 -34.70825558973877),143.1435,-34.7083
NFSI_RG,S_k_7261,POINT (143.2521757031115 -34.68826440375719),143.2522,-34.6883
NFSI_RG,S_k_7262,POINT (143.2742400747859 -34.69686985940373),143.2742,-34.6969
NFSI_RG,S_k_7263,POINT (143.29805531621102 -34.76854506740516),143.2981,-34.7685
NFSI_RG,S_k_7264,POINT (143.4054124915521 -34.70336510749497),143.4054,-34.7034
NFSI_RG,S_k_7265,POINT (143.42696862825932 -34.69392242094308),143.427,-34.6939
NFSI_RG,S_k_7266,POINT (143.4812400645176 -34.6838140151038),143.4812,-34.6838
NFSI_RG,S_k_7267,POINT (143.67147419675123 -34.490484982041494),143.6715,-34.4905
NFSI_RG,S_k_7268,POINT (143.67133047914646 -34.485980797065274),143.6713,-34.486
NFSI_RG,S_k_7269,POINT (143.7446794719333 -34.398716362234374),143.7447,-34.3987
NFSI_RG,S_k_7270,POINT (143.74438491541014 -34.389699391194355),143.7444,-34.3897
NFSI_RG,S_k_7271,POINT (143.7525979681269 -34.30838339170663),143.7526,-34.3084
NFSI_RG,S_k_7272,POINT (143.77579277356026 -34.352932365852496),143.7758,-34.3529
NFSI_RG,S_k_7273,POINT (143.77430865985184 -34.30789324078186),143.7743,-34.3079
NFSI_RG,S_k_7274,POINT (143.79721511197235 -34.343429915746846),143.7972,-34.3434
NFSI_RG,S_k_7275,POINT (143.80687370888748 -34.307150811513196),143.8069,-34.3072
NFSI_RG,S_k_7276,POINT (144.1389599300784 -34.181921544018785),144.139,-34.1819
NFSI_RG,S_k_7277,POINT (143.4700656899708 -34.6750261756351),143.4701,-34.675
NFSI_RG,S_k_7278,POINT (143.73234771017306 -34.35391046576129),143.7323,-34.3539
NFSI_RG,S_k_7279,POINT (141.28372438266592 -34.09229621517579),141.2837,-34.0923
NFSI_RG,S_k_7280,POINT (141.58244223784172 -34.181428700944814),141.5824,-34.1814
NFSI_RG,S_k_7281,POINT (142.23916060462764 -33.06725103357725),142.2392,-33.0673
NFSI_RG,S_k_7282,POINT (142.3896957021915 -34.44095744897297),142.3897,-34.441
NFSI_RG,S_k_7283,POINT (142.41773869601369 -34.4902302529388),142.4177,-34.4902
NFSI_RG,S_k_7284,POINT (142.43546293517727 -34.57117735781718),142.4355,-34.5712
NFSI_RG,S_k_7285,POINT (142.4399801735439 -34.5170215838846),142.44,-34.517
NFSI_RG,S_k_7286,POINT (142.48595162280677 -34.65172547922826),142.486,-34.6517
NFSI_RG,S_k_7287,POINT (142.6730255808805 -34.730450576362216),142.673,-34.7305
NFSI_RG,S_k_7288,POINT (142.71871167397578 -34.56300874343013),142.7187,-34.563
NFSI_RG,S_k_7289,POINT (142.932004551251 -34.59588352512286),142.932,-34.5959
NFSI_RG,S_k_7290,POINT (142.93724481944372 -34.58678421417089),142.9372,-34.5868
NFSI_RG,S_k_7291,POINT (143.05878528388465 -34.65241312158773),143.0588,-34.6524
NFSI_RG,S_k_7292,POINT (143.0909361105696 -34.62932623567714),143.0909,-34.6293
NFSI_RG,S_k_7293,POINT (143.1340834927698 -34.61054708518599),143.1341,-34.6105
NFSI_RG,S_k_7294,POINT (143.18407586839822 -34.645724602574816),143.1841,-34.6457
NFSI_RG,S_k_7295,POINT (143.2329008326523 -34.63582442408654),143.2329,-34.6358
NFSI_RG,S_k_7296,POINT (143.37522575516633 -34.84498899885785),143.3752,-34.845
NFSI_RG,S_k_7297,POINT (143.38200601543394 -34.70061577703308),143.382,-34.7006
NFSI_RG,S_k_7298,POINT (143.3974751143633 -34.85807459419433),143.3975,-34.8581
NFSI_RG,S_k_7299,POINT (143.43602439749026 -34.681517283436825),143.436,-34.6815
NFSI_RG,S_k_7300,POINT (143.15810135384726 -34.69577335914555),143.1581,-34.6958
NFSI_RG,S_k_7301,POINT (143.18419408804704 -34.65023029893762),143.1842,-34.6502
NFSI_RG,S_k_7302,POINT (143.54513664579278 -34.63924280560613),143.5451,-34.6392
NFSI_RG,S_k_7303,POINT (143.60867408522483 -34.56549343786065),143.6087,-34.5655
NFSI_RG,S_k_7304,POINT (143.67545644410842 -34.60911976215348),143.6755,-34.6091
NFSI_RG,S_k_7305,POINT (143.68635154636894 -34.608880187618624),143.6864,-34.6089
NFSI_RG,S_k_7306,POINT (143.68606126420858 -34.59987209838553),143.6861,-34.5999
NFSI_RG,S_k_7307,POINT (142.46675542280187 -34.6255293390266),142.4668,-34.6255
NFSI_RG,S_k_7308,POINT (142.4778209242426 -34.63441267265374),142.4778,-34.6344
NFSI_RG,S_k_7309,POINT (143.27576209879444 -34.6942540204995),143.2758,-34.6943
NFSI_RG,S_k_7310,POINT (143.2651285627458 -34.77098350750353),143.2651,-34.771
NFSI_RG,S_k_7311,POINT (143.45368687920296 -34.86649041780285),143.4537,-34.8665
NFSI_RG,S_k_7312,POINT (142.96851484924161 -34.685694990589035),142.9685,-34.6857
NFSI_RG,S_k_7313,POINT (143.07784191575143 -34.69289534541807),143.0778,-34.6929
NFSI_RG,S_k_7314,POINT (143.08784755705875 -34.6566610877354),143.0878,-34.6567
NFSI_RG,S_k_7315,POINT (143.75519048974172 -34.381974304982606),143.7552,-34.382
NFSI_RG,S_k_7316,POINT (143.7645748599035 -34.33668973735922),143.7646,-34.3367
NFSI_RG,S_k_7317,POINT (143.7769201090332 -34.38148277576061),143.7769,-34.3815
NFSI_RG,S_k_7318,POINT (143.81947166348147 -34.35346588517256),143.8195,-34.3535
NFSI_RG,S_k_7319,POINT (143.8185667746789 -34.3264434685901),143.8186,-34.3264
NFSI_RG,S_k_7320,POINT (143.8282146291582 -34.290163141642964),143.8282,-34.2902
NFSI_RG,S_k_7321,POINT (143.52792642925363 -34.9687619424613),143.5279,-34.9688
NFSI_RG,S_k_7322,POINT (143.57354928603198 -34.96287223039521),143.5735,-34.9629
NFSI_RG,S_k_7323,POINT (142.45223860797935 -34.577399019944906),142.4522,-34.5774
NFSI_RG,S_k_7324,POINT (142.43896392638715 -34.549134472845324),142.439,-34.5491
NFSI_RG,S_k_7325,POINT (142.40879725155125 -34.54520318494289),142.4088,-34.5452
NFSI_RG,S_k_7326,POINT (142.4092057869134 -34.51771418441773),142.4092,-34.5177
NFSI_RG,S_k_7327,POINT (142.41558989879962 -34.502915308702065),142.4156,-34.5029
NFSI_RG,S_k_7328,POINT (142.4208263664192 -34.477723591496556),142.4208,-34.4777
NFSI_RG,S_k_7329,POINT (142.36181183350314 -34.462479985196225),142.3618,-34.4625
NFSI_RG,S_k_7330,POINT (142.365700578512 -34.44255339547081),142.3657,-34.4426
NFSI_RG,S_k_7331,POINT (142.40296536541354 -34.42740618736619),142.403,-34.4274
NFSI_RG,S_k_7332,POINT (142.4185262148034 -34.42736191871365),142.4185,-34.4274
NFSI_RG,S_k_7333,POINT (142.38853260953775 -34.389048793477315),142.3885,-34.389
NFSI_RG,S_k_7334,POINT (141.2462901804962 -34.080174573455395),141.2463,-34.0802
NFSI_RG,S_k_7335,POINT (141.4440564339082 -34.15742290316359),141.4441,-34.1574
NFSI_RG,S_k_7336,POINT (141.44561338829493 -34.15022944269617),141.4456,-34.1502
NFSI_RG,S_k_7337,POINT (141.54425803857563 -34.18011595104139),141.5443,-34.1801
NFSI_RG,S_k_7338,POINT (141.5959623341208 -34.15042132646245),141.596,-34.1504
NFSI_RG,S_k_7339,POINT (143.16855976603603 -34.68368701765927),143.1686,-34.6837
NFSI_RG,S_k_7340,POINT (143.04533105959496 -34.67852426527267),143.0453,-34.6785
NFSI_RG,S_k_7341,POINT (143.0650598425906 -34.66565045357167),143.0651,-34.6657
NFSI_RG,S_k_7342,POINT (143.03090419011764 -34.659796092359805),143.0309,-34.6598
NFSI_RG,S_k_7343,POINT (143.02624590547168 -34.657141797183314),143.0262,-34.6571
NFSI_RG,S_k_7344,POINT (142.75872052863897 -34.595493404795114),142.7587,-34.5955
NFSI_RG,S_k_7345,POINT (144.1557025896439 -34.17592880049221),144.1557,-34.1759
NFSI_RG,S_k_7346,POINT (144.1422810423976 -34.175111925901916),144.1423,-34.1751
NFSI_RG,S_k_7347,POINT (144.16238196613028 -34.171450073287225),144.1624,-34.1715
NFSI_RG,S_k_7348,POINT (143.71134230739705 -34.42282618892379),143.7113,-34.4228
NFSI_RG,S_k_7349,POINT (143.71177740483222 -34.41238660753663),143.7118,-34.4124
NFSI_RG,S_k_7350,POINT (143.73838933282082 -34.381567432143655),143.7384,-34.3816
NFSI_RG,S_k_7351,POINT (143.76358301718315 -34.38226269208951),143.7636,-34.3823
NFSI_RG,S_k_7352,POINT (143.75131061157546 -34.37139742608633),143.7513,-34.3714
NFSI_RG,S_k_7353,POINT (144.4005191222941 -35.85589848655283),144.4005,-35.8559
NFSI_RG,S_k_7354,POINT (143.75173034163635 -34.360967127749944),143.7517,-34.361
NFSI_RG,S_k_7355,POINT (143.73949615007064 -34.35012670924435),143.7395,-34.3501
NFSI_RG,S_k_7356,POINT (144.4262757893802 -35.85646234879671),144.4263,-35.8565
NFSI_RG,S_k_7357,POINT (143.7530701330386 -34.32948503764526),143.7531,-34.3295
NFSI_RG,S_k_7358,POINT (143.803510261163 -34.330782754817676),143.8035,-34.3308
NFSI_RG,S_k_7359,POINT (143.8291733350405 -34.32099739040954),143.8292,-34.321
NFSI_RG,S_k_7360,POINT (143.75375541693228 -34.3085646945634),143.7538,-34.3086
NFSI_RG,S_k_7361,POINT (143.77900160543385 -34.309211086156),143.779,-34.3092
NFSI_RG,S_k_7362,POINT (143.7920814393864 -34.299051516738984),143.7921,-34.2991
NFSI_RG,S_k_7363,POINT (144.45207828584472 -35.85699461458961),144.4521,-35.857
NFSI_RG,S_k_7364,POINT (144.90709551561585 -35.93935210043395),144.9071,-35.9394
NFSI_RG,S_k_7365,POINT (144.98920013563858 -35.760467900310516),144.9892,-35.7605
NFSI_RG,S_k_7366,POINT (144.95234391885984 -35.904075808342114),144.9523,-35.9041
NFSI_RG,S_k_7367,POINT (145.13166039121657 -35.81685431037731),145.1317,-35.8169
NFSI_RG,S_k_7368,POINT (144.94172473755341 -35.885865654139394),144.9417,-35.8859
NFSI_RG,S_k_7369,POINT (145.00974895882595 -35.823911458892944),145.0097,-35.8239
NFSI_RG,S_k_7370,POINT (145.03187739914966 -35.8242759694036),145.0319,-35.8243
NFSI_RG,S_k_7371,POINT (145.06528954208918 -35.81580404312095),145.0653,-35.8158
NFSI_RG,S_k_7372,POINT (145.20912127813222 -35.818033693290694),145.2091,-35.818
NFSI_RG,S_k_7373,POINT (144.89190089206494 -35.98596839181107),144.8919,-35.986
NFSI_RG,S_k_7374,POINT (144.9140728703616 -35.98635609457716),144.9141,-35.9864
NFSI_RG,S_k_7375,POINT (144.93265767988075 -35.698219627310706),144.9327,-35.6982
NFSI_RG,S_k_7376,POINT (144.9413844727752 -35.78851391963173),144.9414,-35.7885
NFSI_RG,S_k_7377,POINT (144.94416659267148 -35.68038773590287),144.9442,-35.6804
NFSI_RG,S_k_7378,POINT (144.99664412789613 -35.77983818141034),144.9966,-35.7798
NFSI_RG,S_k_7379,POINT (145.09600170530007 -35.80007724377113),145.096,-35.8001
NFSI_RG,S_k_7380,POINT (145.18388001641316 -35.828481609249216),145.1839,-35.8285
NFSI_RG,S_k_7381,POINT (144.91521636133905 -35.77633519183671),144.9152,-35.7763
NFSI_RG,S_k_7382,POINT (144.9497750373188 -35.722842718751394),144.9498,-35.7228
NFSI_RG,S_k_7383,POINT (144.96036517744156 -35.74105178562528),144.9604,-35.7411
NFSI_RG,S_k_7384,POINT (144.9612840317486 -35.7050092486178),144.9613,-35.705
NFSI_RG,S_k_7385,POINT (145.07024040771248 -35.76990905671629),145.0702,-35.7699
NFSI_RG,S_k_7386,POINT (145.20232280291856 -35.79900105886758),145.2023,-35.799
NFSI_RG,S_k_7387,POINT (145.23530951774478 -35.80850477305796),145.2353,-35.8085
NFSI_RG,S_k_7388,POINT (145.26771673407055 -35.84503583635047),145.2677,-35.845
NFSI_RG,S_k_7389,POINT (145.34501226646108 -35.85514051441932),145.345,-35.8551
NFSI_RG,S_k_7390,POINT (144.91159175746407 -35.768159339710124),144.9116,-35.7682
NFSI_RG,S_k_7391,POINT (145.162956320294 -35.81272126943384),145.163,-35.8127
NFSI_RG,S_k_7392,POINT (145.2076250679658 -35.83190320295903),145.2076,-35.8319
NFSI_RG,S_k_7393,POINT (145.26786840159815 -35.82329411657385),145.2679,-35.8233
NFSI_RG,S_k_7394,POINT (145.33931558633017 -35.8468763015809),145.3393,-35.8469
NFSI_RG,S_k_7395,POINT (145.31734685513976 -35.83748353618341),145.3173,-35.8375
NFSI_RG,S_k_7396,POINT (144.56775113311835 -35.339967032225374),144.5678,-35.34
NFSI_RG,S_k_7397,POINT (144.58461631908546 -35.33219254544544),144.5846,-35.3322
NFSI_RG,S_k_7398,POINT (144.5465925171011 -35.33753806296831),144.5466,-35.3375
NFSI_RG,S_k_7399,POINT (144.91911975823382 -35.9035044573627),144.9191,-35.9035
NFSI_RG,S_k_7400,POINT (144.9323025935041 -35.822603618289364),144.9323,-35.8226
NFSI_RG,S_k_7401,POINT (144.9325363205843 -35.8135932873205),144.9325,-35.8136
NFSI_RG,S_k_7402,POINT (144.95627658653407 -35.750898313780326),144.9563,-35.7509
NFSI_RG,S_k_7403,POINT (144.97769969970216 -35.778304017399684),144.9777,-35.7783
NFSI_RG,S_k_7404,POINT (144.98943796953765 -35.751457341401455),144.9894,-35.7515
NFSI_RG,S_k_7405,POINT (144.99845855197026 -35.83273836356878),144.9985,-35.8327
NFSI_RG,S_k_7406,POINT (145.03165481079517 -35.83328683642213),145.0317,-35.8333
NFSI_RG,S_k_7407,POINT (145.06507079916912 -35.82481510243784),145.0651,-35.8248
NFSI_RG,S_k_7408,POINT (145.0761354608415 -35.82499277794114),145.0761,-35.825
NFSI_RG,S_k_7409,POINT (145.07635295478684 -35.815981660096426),145.0764,-35.816
NFSI_RG,S_k_7410,POINT (145.13146020669927 -35.825865887812405),145.1315,-35.8259
NFSI_RG,S_k_7411,POINT (144.9417827190842 -35.69748362775425),144.9418,-35.6975
NFSI_RG,S_k_7412,POINT (144.96295780855235 -35.73390214649446),144.963,-35.7339
NFSI_RG,S_k_7413,POINT (144.96307257836872 -35.72939682967985),144.9631,-35.7294
NFSI_RG,S_k_7414,POINT (145.220582785151 -35.83264571026),145.2206,-35.8326
NFSI_RG,S_k_7415,POINT (145.22625034307595 -35.823714682672986),145.2263,-35.8237
NFSI_RG,S_k_7416,POINT (145.3142712553244 -35.852026597709),145.3143,-35.852
NFSI_RG,S_k_7417,POINT (145.35283001219258 -35.86157648335909),145.3528,-35.8616
NFSI_RG,S_k_7418,POINT (144.9477445119318 -35.8156658843195),144.9477,-35.8157
NFSI_RG,S_k_7419,POINT (145.21327415951774 -35.819907491897965),145.2133,-35.8199
NFSI_RG,S_k_7420,POINT (144.92493492486963 -35.73777740016912),144.9249,-35.7378
NFSI_RG,S_k_7421,POINT (144.94247055356007 -35.739070272877555),144.9425,-35.7391
NFSI_RG,S_k_7422,POINT (144.00715744183253 -35.52335254886894),144.0072,-35.5234
NFSI_RG,S_k_7423,POINT (144.08262933106107 -35.57026724596891),144.0826,-35.5703
NFSI_RG,S_k_7424,POINT (144.09332530425127 -35.57953863966283),144.0933,-35.5795
NFSI_RG,S_k_7425,POINT (144.10434822300542 -35.579804165421606),144.1043,-35.5798
NFSI_RG,S_k_7426,POINT (144.04990999681337 -35.559772645663),144.0499,-35.5598
NFSI_RG,S_k_7427,POINT (144.22989246604618 -35.6181245931938),144.2299,-35.6181
NFSI_RG,S_k_7428,POINT (144.23004784695837 -35.61362161558981),144.23,-35.6136
NFSI_RG,S_k_7429,POINT (144.23307698574024 -35.685795858007715),144.2331,-35.6858
NFSI_RG,S_k_7430,POINT (144.24138617036118 -35.60486879577411),144.2414,-35.6049
NFSI_RG,S_k_7431,POINT (144.26680867868419 -35.66854073078388),144.2668,-35.6685
NFSI_RG,S_k_7432,POINT (144.28781492452595 -35.70056213997002),144.2878,-35.7006
NFSI_RG,S_k_7433,POINT (144.2936401430745 -35.6916801844409),144.2936,-35.6917
NFSI_RG,S_k_7434,POINT (144.30838241674655 -35.746090002375006),144.3084,-35.7461
NFSI_RG,S_k_7435,POINT (144.31020052369425 -35.69205162006166),144.3102,-35.6921
NFSI_RG,S_k_7436,POINT (144.33540142369694 -35.76471829569206),144.3354,-35.7647
NFSI_RG,S_k_7437,POINT (144.3717525360557 -35.759993532718845),144.3718,-35.76
NFSI_RG,S_k_7438,POINT (144.3868536290944 -35.805389181112176),144.3869,-35.8054
NFSI_RG,S_k_7439,POINT (144.394441007243 -35.74246080175226),144.3944,-35.7425
NFSI_RG,S_k_7440,POINT (144.4050503212233 -35.75621030024899),144.4051,-35.7562
NFSI_RG,S_k_7441,POINT (144.41420362404412 -35.814994257550374),144.4142,-35.815
NFSI_RG,S_k_7442,POINT (144.42162555264176 -35.75656696212795),144.4216,-35.7566
NFSI_RG,S_k_7443,POINT (144.44680177853814 -35.833718243536225),144.4468,-35.8337
NFSI_RG,S_k_7444,POINT (144.56157182754998 -35.33583114640425),144.5616,-35.3358
NFSI_RG,S_k_7445,POINT (144.6048830973991 -35.359233243192236),144.6049,-35.3592
NFSI_RG,S_k_7446,POINT (144.02030665301788 -35.53982006189568),144.0203,-35.5398
NFSI_RG,S_k_7447,POINT (144.20905531452956 -35.66150974522237),144.2091,-35.6615
NFSI_RG,S_k_7448,POINT (144.26698406227342 -35.74395724655833),144.267,-35.744
NFSI_RG,S_k_7449,POINT (144.27849132711617 -35.73069867559339),144.2785,-35.7307
NFSI_RG,S_k_7450,POINT (144.2895367910271 -35.7309481757827),144.2895,-35.7309
NFSI_RG,S_k_7451,POINT (144.08582884273198 -34.21196788589309),144.0858,-34.212
NFSI_RG,S_k_7452,POINT (144.29673367640345 -35.68153780442816),144.2967,-35.6815
NFSI_RG,S_k_7453,POINT (144.34521473722288 -35.71867051386873),144.3452,-35.7187
NFSI_RG,S_k_7454,POINT (144.3910905269153 -35.83684735846751),144.3911,-35.8368
NFSI_RG,S_k_7455,POINT (144.41946737833908 -35.81510744486182),144.4195,-35.8151
NFSI_RG,S_k_7456,POINT (144.4356040136462 -35.31050797481927),144.4356,-35.3105
NFSI_RG,S_k_7457,POINT (144.45293563866358 -35.28383245922998),144.4529,-35.2838
NFSI_RG,S_k_7458,POINT (144.4550102828727 -35.914832120785775),144.455,-35.9148
NFSI_RG,S_k_7459,POINT (144.49576960120652 -35.32078377780344),144.4958,-35.3208
NFSI_RG,S_k_7460,POINT (144.588932208554 -35.33169281656877),144.5889,-35.3317
NFSI_RG,S_k_7461,POINT (144.58919984544872 -35.32268386831301),144.5892,-35.3227
NFSI_RG,S_k_7462,POINT (144.5988589291298 -35.36794761928876),144.5989,-35.3679
NFSI_RG,S_k_7463,POINT (144.61025596951157 -35.35465222741681),144.6103,-35.3547
NFSI_RG,S_k_7464,POINT (144.23919303461915 -35.66508917022217),144.2392,-35.6651
NFSI_RG,S_k_7465,POINT (144.27122775465133 -35.697365869692405),144.2712,-35.6974
NFSI_RG,S_k_7466,POINT (144.2819626680839 -35.706622055978364),144.282,-35.7066
NFSI_RG,S_k_7467,POINT (144.29315718146302 -35.702367943964504),144.2932,-35.7024
NFSI_RG,S_k_7468,POINT (144.34134882734585 -35.74850905096025),144.3413,-35.7485
NFSI_RG,S_k_7469,POINT (144.41955251793837 -35.894426051704286),144.4196,-35.8944
NFSI_RG,S_k_7470,POINT (144.48936987362285 -35.96350680337563),144.4894,-35.9635
NFSI_RG,S_k_7471,POINT (144.52662161525535 -35.29726123246754),144.5266,-35.2973
NFSI_RG,S_k_7472,POINT (144.53692703534438 -35.32000715162398),144.5369,-35.32
NFSI_RG,S_k_7473,POINT (144.5373369221281 -35.306494220883444),144.5373,-35.3065
NFSI_RG,S_k_7474,POINT (144.54283178207484 -35.30660605843446),144.5428,-35.3066
NFSI_RG,S_k_7475,POINT (144.55796136627984 -35.351983782666395),144.558,-35.352
NFSI_RG,S_k_7476,POINT (144.59108378534717 -35.348141715349314),144.5911,-35.3481
NFSI_RG,S_k_7477,POINT (144.25550697978017 -35.64022562476406),144.2555,-35.6402
NFSI_RG,S_k_7478,POINT (144.2558150866277 -35.631219504215515),144.2558,-35.6312
NFSI_RG,S_k_7479,POINT (144.273159720879 -35.705521483293055),144.2732,-35.7055
NFSI_RG,S_k_7480,POINT (144.49056338037286 -35.96082779325171),144.4906,-35.9608
NFSI_RG,S_k_7481,POINT (144.07462283814476 -35.56262851198715),144.0746,-35.5626
NFSI_RG,S_k_7482,POINT (144.2958676940671 -35.707503323161355),144.2959,-35.7075
NFSI_RG,S_k_7483,POINT (144.46167005735248 -35.888113528079074),144.4617,-35.8881
NFSI_RG,S_k_7484,POINT (144.57993754772005 -35.36549668883396),144.5799,-35.3655
NFSI_RG,S_k_7485,POINT (144.63525775132695 -35.35532454551132),144.6353,-35.3553
NFSI_RG,S_k_7486,POINT (144.43574624104664 -35.30600401201906),144.4357,-35.306
NFSI_RG,S_k_7487,POINT (144.46935995053948 -35.917929730324914),144.4694,-35.9179
NFSI_RG,S_k_7488,POINT (144.46040250723428 -35.919453006443504),144.4604,-35.9195
NFSI_RG,S_k_7489,POINT (144.59342657278037 -35.36558593381643),144.5934,-35.3656
NFSI_RG,S_k_7490,POINT (144.59892566341097 -35.36569538073256),144.5989,-35.3657
NFSI_RG,S_k_7491,POINT (144.46935707960895 -35.918019802818165),144.4694,-35.918
NFSI_RG,S_k_7492,POINT (145.88022285105785 -35.95120674588823),145.8802,-35.9512
NFSI_RG,S_k_7493,POINT (144.19657739051794 -35.49917382193734),144.1966,-35.4992
NFSI_RG,S_k_7494,POINT (145.7614888548714 -35.95725241384438),145.7615,-35.9573
NFSI_RG,S_k_7495,POINT (144.21439674755206 -35.5257251011985),144.2144,-35.5257
NFSI_RG,S_k_7496,POINT (144.02900630094996 -35.52877805115207),144.029,-35.5288
NFSI_RG,S_k_7497,POINT (144.06131317125784 -35.54984893927106),144.0613,-35.5498
NFSI_RG,S_k_7498,POINT (144.92984178887605 -35.87213994873761),144.9298,-35.8721
NFSI_RG,S_k_7499,POINT (144.9908597986572 -35.758242010797176),144.9909,-35.7582
NFSI_RG,S_k_7500,POINT (145.0392799325321 -35.8131288229178),145.0393,-35.8131
NFSI_RG,S_k_7501,POINT (145.06384321670564 -35.82704897015251),145.0638,-35.827
NFSI_RG,S_k_7502,POINT (145.0973610896867 -35.81406246891026),145.0974,-35.8141
NFSI_RG,S_k_7503,POINT (145.13039299967386 -35.82134194403025),145.1304,-35.8213
NFSI_RG,S_k_7504,POINT (145.13055150893877 -35.81458339036826),145.1306,-35.8146
NFSI_RG,S_k_7505,POINT (144.44308623862443 -35.27682797260172),144.4431,-35.2768
NFSI_RG,S_k_7506,POINT (144.5572156546746 -35.31975192973223),144.5572,-35.3198
NFSI_RG,S_k_7507,POINT (144.64692101390597 -35.35533596090842),144.6469,-35.3553
NFSI_RG,S_k_7508,POINT (144.91106520178457 -35.98895388577691),144.9111,-35.989
NFSI_RG,S_k_7509,POINT (144.9675244255206 -35.73301484925417),144.9675,-35.733
NFSI_RG,S_k_7510,POINT (145.05836566143336 -35.824706935820274),145.0584,-35.8247
NFSI_RG,S_k_7511,POINT (144.9709988242246 -35.77819110336616),144.971,-35.7782
NFSI_RG,S_k_7512,POINT (144.90709551561116 -35.93935210043857),144.9071,-35.9394
NFSI_RG,S_k_7513,POINT (144.93265767988157 -35.69821962731072),144.9327,-35.6982
NFSI_RG,S_k_7514,POINT (144.96128403174941 -35.70500924861781),144.9613,-35.705
